temperature,temp_excursion_magnitude,excursion_duration_min,humidity,delay_minutes,remaining_transit_min,cargo_sensitivity,route_risk,traffic_level,handling_events,refrigeration_condition,distance_km,cargo_type_encoded,spoilage_event
-1.02,1.21,20.9,75.1,44.5,45.5,2,0.081,1,1,2,326.3,3,1
4.57,0.0,0.0,76.3,43.0,89.2,3,0.387,2,1,2,269.4,1,1
3.18,0.0,0.0,67.4,8.9,103.5,3,0.296,3,0,1,89.4,1,1
5.94,0.0,0.0,61.7,32.0,146.2,3,0.229,1,2,1,432.9,1,1
6.13,0.0,0.0,88.0,30.1,76.8,3,0.213,2,0,1,547.0,2,1
5.8,0.0,0.0,57.8,3.3,138.8,3,0.418,2,0,2,494.9,1,1
3.1,0.0,0.0,70.9,57.8,219.3,2,0.653,2,0,1,435.7,3,1
8.94,0.94,5.2,71.2,60.3,110.3,3,0.165,2,1,3,398.8,1,1
2.33,0.0,0.0,55.9,141.0,161.6,3,0.186,2,0,1,474.6,2,1
4.86,0.0,0.0,52.9,38.5,66.5,3,0.478,3,0,1,477.2,1,1
-14.67,0.33,11.2,59.7,115.0,195.3,3,0.516,1,0,2,53.8,0,0
5.66,1.66,8.0,57.6,0.4,75.7,2,0.571,2,0,2,246.8,3,1
1.45,0.33,8.8,43.1,0.0,145.5,3,0.177,2,0,1,527.4,1,1
4.22,0.0,0.0,55.2,52.9,82.6,3,0.445,3,1,2,517.9,1,1
5.9,1.9,14.2,69.0,22.2,30.2,2,0.439,2,1,1,440.5,3,0
6.27,0.0,0.0,84.0,107.4,86.9,2,0.305,3,0,1,220.0,4,0
2.99,0.0,0.0,73.3,0.7,62.7,2,0.594,2,0,1,488.9,3,0
4.46,0.0,0.0,30.0,59.4,215.9,2,0.358,2,0,1,177.4,4,1
4.04,0.0,0.0,74.6,47.5,74.9,2,0.133,3,5,1,173.3,4,0
5.72,0.0,0.0,56.6,10.5,234.2,3,0.69,2,2,1,344.7,2,1
1.87,0.0,0.0,71.8,52.8,125.8,2,0.105,2,0,2,364.2,3,1
4.89,0.0,0.0,64.8,46.6,64.7,3,0.351,3,4,1,243.2,1,1
5.2,0.0,0.0,62.1,9.5,103.1,3,0.59,1,0,1,382.1,2,1
3.3,0.0,0.0,63.5,25.6,56.3,3,0.263,3,0,1,440.0,2,0
6.33,0.0,0.0,64.7,11.6,202.6,2,0.152,3,4,1,149.1,4,0
12.29,2.29,15.9,85.2,154.2,42.0,2,0.258,2,1,1,208.7,4,1
0.56,0.87,10.4,64.7,10.7,211.5,3,0.62,1,1,3,434.9,2,1
3.31,0.0,0.0,81.3,9.4,25.3,2,0.168,1,1,3,560.0,3,0
3.1,0.0,0.0,79.1,9.8,82.4,3,0.461,1,4,1,536.4,1,1
6.44,0.0,0.0,75.0,2.6,46.5,2,0.484,1,0,1,121.3,4,0
5.12,0.0,0.0,38.2,10.0,169.2,3,0.255,2,0,1,363.3,2,1
6.9,0.0,0.0,81.7,43.6,130.3,3,0.286,3,0,1,490.1,2,1
5.44,1.44,41.1,58.1,7.3,226.4,2,0.649,2,5,1,180.5,3,1
2.98,0.0,0.0,75.7,5.1,97.4,2,0.687,1,0,3,403.8,3,1
-14.67,0.33,7.3,50.4,2.5,24.2,3,0.399,3,0,1,285.2,0,1
-0.86,1.72,34.4,47.2,42.3,186.4,3,0.544,3,0,1,414.5,1,1
-13.52,1.48,8.2,94.6,11.5,145.4,3,0.29,2,0,3,67.7,0,1
3.44,0.0,0.0,50.6,49.7,201.2,2,0.05,1,1,1,222.1,3,0
-14.81,0.19,3.2,82.2,20.2,110.9,3,0.17,2,0,1,219.0,0,0
1.95,0.03,0.0,66.8,178.6,181.1,3,0.05,2,2,2,280.3,1,1
2.92,0.0,0.0,58.7,10.1,53.5,3,0.296,1,1,1,113.0,2,1
2.86,0.0,0.0,64.3,156.9,239.9,2,0.05,2,0,1,290.1,3,1
4.96,0.0,0.0,45.5,16.6,54.1,3,0.111,2,2,1,347.8,2,0
5.71,0.0,0.0,64.8,7.8,201.7,2,0.27,1,0,1,64.7,4,1
7.71,0.0,0.0,48.8,42.4,62.8,2,0.737,3,1,1,215.5,4,0
-21.91,1.15,31.7,59.1,83.8,191.1,3,0.463,3,1,2,147.5,0,1
7.43,0.0,0.0,78.9,19.1,208.8,2,0.315,2,0,1,584.7,4,1
2.52,0.0,0.0,68.8,46.6,212.2,2,0.465,1,0,1,121.6,3,1
1.99,0.0,0.0,42.8,46.2,122.0,2,0.259,1,1,3,395.1,3,1
-21.18,0.71,34.7,77.8,15.0,111.5,3,0.56,2,1,3,271.0,0,1
3.76,0.0,0.0,64.9,71.2,202.6,2,0.062,3,1,2,208.0,3,1
-3.54,2.72,23.6,56.9,10.9,145.4,2,0.383,2,0,2,519.7,3,1
6.62,0.0,0.0,76.2,9.7,154.8,3,0.459,1,0,3,415.2,2,1
-21.23,0.74,12.7,62.5,3.6,68.1,3,0.27,1,4,2,391.2,0,1
5.13,0.0,0.0,47.5,26.8,115.4,3,0.309,1,0,1,101.5,2,1
4.7,0.0,0.0,92.7,147.3,98.1,2,0.395,2,5,1,192.4,4,1
5.42,1.42,19.7,64.7,152.6,164.7,2,0.076,2,1,1,202.1,3,1
-17.95,0.0,0.0,63.8,98.3,59.2,3,0.737,1,1,1,288.9,0,0
3.26,0.0,0.0,58.9,28.7,106.3,2,0.131,2,0,1,556.8,4,0
3.73,0.0,0.0,82.7,53.1,206.0,2,0.582,3,2,1,272.0,4,1
-14.32,0.68,19.9,57.1,19.3,138.0,3,0.436,2,3,1,230.4,0,1
6.34,0.0,0.0,41.8,4.3,216.6,2,0.075,1,1,1,89.0,4,1
4.04,0.0,0.0,54.8,112.1,67.3,3,0.12,2,1,1,261.7,2,0
4.41,0.0,0.0,84.9,44.6,114.0,3,0.141,3,0,1,78.8,2,1
1.08,0.55,9.3,77.5,33.6,127.6,3,0.208,1,0,1,250.9,2,1
3.47,0.0,0.0,61.2,15.4,105.1,2,0.219,1,5,1,582.3,3,1
0.6,0.0,0.0,85.6,156.0,169.0,2,0.677,2,0,1,355.8,4,1
4.38,0.38,3.5,76.2,3.2,48.5,2,0.219,1,0,1,164.9,3,0
5.32,0.0,0.0,61.0,172.3,131.9,2,0.169,3,0,1,214.6,4,1
10.97,0.97,23.9,62.5,132.4,46.2,2,0.13,2,2,2,364.1,4,1
-20.25,0.15,14.8,69.9,63.3,156.6,3,0.572,1,1,1,60.6,0,1
4.74,0.0,0.0,52.5,12.9,201.8,3,0.094,3,1,2,544.8,1,1
7.0,3.0,44.1,65.1,7.9,19.5,2,0.61,2,0,2,368.0,3,1
7.98,0.0,0.0,69.6,31.7,117.8,3,0.667,2,0,3,320.8,2,1
-19.24,0.0,0.0,39.7,173.8,125.9,3,0.225,1,0,2,443.9,0,1
-16.94,0.0,0.0,62.2,143.4,177.1,3,0.518,2,4,1,160.1,0,1
5.0,0.0,0.0,60.5,20.1,31.8,3,0.316,3,0,1,61.9,2,1
3.2,0.0,0.0,80.4,12.9,106.4,2,0.116,1,4,1,388.4,3,1
-19.25,0.0,0.0,37.3,9.5,191.7,3,0.369,1,0,1,138.0,0,0
-17.72,0.0,0.0,59.3,42.5,134.7,3,0.481,3,2,1,56.7,0,1
-21.5,0.9,23.4,57.8,6.8,183.7,3,0.481,1,1,3,560.9,0,1
5.34,0.0,0.0,79.4,20.4,96.9,3,0.322,1,2,1,483.6,2,0
-16.37,0.0,0.0,64.3,97.5,222.0,3,0.05,1,1,1,112.8,0,1
4.43,0.0,0.0,91.9,24.4,32.4,3,0.057,2,2,3,543.0,2,1
0.96,0.62,37.2,74.9,54.5,35.5,3,0.248,2,1,1,87.2,2,1
7.47,0.0,0.0,58.8,0.9,133.9,3,0.506,1,0,1,491.6,2,1
3.41,0.0,0.0,68.6,1.9,120.9,2,0.179,1,3,1,278.0,3,1
3.18,0.0,0.0,59.7,36.9,158.7,3,0.358,2,1,1,335.0,2,1
1.8,0.0,0.0,77.9,27.1,66.5,2,0.246,2,0,1,417.6,3,0
-1.25,1.35,12.5,45.0,13.4,65.9,2,0.183,1,0,1,104.3,3,1
2.44,0.0,0.0,52.6,3.6,183.5,2,0.269,2,1,1,549.3,4,1
1.16,0.0,0.0,71.8,4.8,80.6,2,0.441,2,3,1,129.0,3,1
8.07,0.07,0.0,83.4,56.1,178.6,3,0.098,1,2,1,567.9,2,1
3.4,0.0,0.0,32.0,29.2,159.2,3,0.151,1,0,1,100.3,2,1
6.6,0.0,0.0,85.6,37.9,33.7,3,0.556,3,1,1,144.6,1,1
3.65,0.0,0.0,62.9,53.8,175.0,3,0.093,3,0,1,81.7,2,1
-16.88,0.0,0.0,36.7,14.3,212.9,3,0.421,1,0,2,268.8,0,1
4.65,0.0,0.0,30.0,52.4,198.7,2,0.185,3,2,1,375.0,4,0
7.18,0.0,0.0,42.1,12.6,17.0,2,0.099,2,0,1,393.8,4,1
-18.84,0.0,0.0,64.7,176.6,136.4,3,0.319,3,0,1,505.7,0,1
-1.43,1.46,11.6,64.0,5.5,220.5,2,0.532,3,0,1,340.6,3,1
-20.95,0.57,7.3,74.5,20.6,149.7,3,0.118,2,0,2,330.6,0,1
1.17,0.0,0.0,56.8,5.3,80.3,2,0.461,2,0,3,229.4,3,1
-20.62,0.37,3.2,48.4,66.0,58.8,3,0.14,1,0,1,408.1,0,1
6.03,0.0,0.0,58.8,2.6,169.1,3,0.421,2,0,1,549.7,2,0
1.34,0.0,0.0,65.5,169.8,188.5,2,0.387,1,3,1,245.4,3,1
8.44,4.44,37.1,68.5,0.6,220.3,2,0.293,2,0,2,246.0,3,1
0.66,0.81,43.5,53.2,174.1,218.8,3,0.386,1,2,1,238.8,2,1
5.51,0.0,0.0,78.5,55.3,91.3,2,0.059,3,1,1,175.1,4,1
-0.32,0.79,6.2,55.7,0.1,150.9,2,0.073,3,0,2,361.7,3,0
3.77,0.0,0.0,52.0,7.7,37.8,3,0.099,1,0,1,108.1,1,0
2.85,0.0,0.0,56.9,27.5,36.3,2,0.264,2,0,2,509.1,3,1
-3.31,2.59,38.0,81.1,167.9,31.1,2,0.627,3,2,1,125.8,3,1
5.59,0.0,0.0,63.0,178.9,223.6,3,0.369,2,1,2,145.7,1,1
7.26,3.26,29.4,54.6,0.7,49.3,2,0.502,3,0,2,87.7,3,1
3.87,0.0,0.0,78.9,29.6,123.5,2,0.246,2,0,1,259.7,4,1
5.65,0.0,0.0,97.1,8.9,112.4,2,0.071,1,0,1,466.7,4,0
5.06,1.06,15.2,68.1,12.5,88.1,2,0.28,2,1,1,550.6,3,1
2.09,0.0,0.0,83.5,36.5,136.0,2,0.345,2,0,1,288.9,3,1
3.55,0.0,0.0,80.5,30.8,15.6,3,0.453,1,1,1,179.3,1,1
-3.19,2.51,30.8,55.9,4.7,100.5,2,0.293,3,1,3,449.1,3,1
6.6,0.0,0.0,65.4,133.7,122.9,3,0.201,2,1,2,428.5,1,0
4.72,0.0,0.0,45.8,171.8,195.7,3,0.098,1,0,3,424.9,2,1
2.47,0.0,0.0,61.9,70.7,172.7,3,0.42,2,0,1,293.9,1,1
5.32,0.0,0.0,55.6,11.9,206.2,3,0.198,1,0,1,360.9,1,1
-18.96,0.0,0.0,59.0,72.1,99.7,3,0.206,2,2,1,84.1,0,1
3.68,0.0,0.0,53.8,56.4,46.7,2,0.347,2,0,1,187.5,4,1
-15.98,0.0,0.0,60.7,55.2,105.2,3,0.492,1,0,1,559.8,0,1
-20.85,0.51,3.4,73.0,9.0,231.7,3,0.245,3,0,1,73.0,0,1
7.62,0.0,0.0,63.2,141.9,63.2,2,0.1,3,1,1,215.9,4,0
1.51,0.3,13.9,37.0,22.7,54.3,3,0.198,2,1,1,174.7,2,0
3.34,0.0,0.0,53.8,159.4,227.5,3,0.305,2,1,1,121.6,2,1
7.31,3.31,31.8,42.2,32.5,228.7,2,0.316,3,1,1,558.4,3,1
7.82,0.0,0.0,68.7,81.8,48.6,3,0.186,1,3,2,119.2,1,1
-17.26,0.0,0.0,72.5,32.6,188.1,3,0.126,1,3,2,319.2,0,1
0.15,0.51,4.6,68.8,118.9,111.7,2,0.354,1,0,1,511.7,3,1
-18.82,0.0,0.0,53.2,1.5,125.7,3,0.253,2,0,1,52.1,0,0
5.18,0.0,0.0,68.7,6.3,127.2,3,0.523,1,3,1,109.7,2,0
5.09,0.0,0.0,57.9,160.9,232.9,2,0.067,2,1,1,238.0,4,0
4.77,0.0,0.0,47.9,37.9,56.5,2,0.254,2,4,1,131.1,4,1
4.92,0.0,0.0,76.1,17.4,188.9,3,0.339,1,0,1,150.5,1,1
1.96,0.0,0.0,77.3,60.1,16.3,2,0.273,1,4,3,375.1,3,1
-1.1,1.26,11.5,79.2,33.5,156.4,2,0.389,1,0,1,143.8,3,1
3.71,0.0,0.0,55.9,80.0,161.9,3,0.22,2,1,1,401.4,2,1
-15.21,0.0,0.0,82.7,35.5,184.6,3,0.205,1,0,1,553.5,0,0
1.58,0.25,2.4,57.6,111.4,223.3,3,0.559,1,0,2,176.2,1,0
2.03,0.0,0.0,74.8,13.4,184.6,2,0.345,1,0,1,166.8,3,1
2.95,0.0,0.0,57.3,15.6,179.7,2,0.474,2,0,3,56.3,4,1
-17.22,0.0,0.0,61.6,92.1,72.1,3,0.533,1,0,2,58.1,0,1
1.53,0.0,0.0,30.0,4.0,238.4,2,0.306,2,4,2,268.1,3,1
8.69,0.0,0.0,60.5,60.0,120.4,2,0.394,3,4,1,319.0,4,1
6.27,0.0,0.0,66.4,43.3,108.9,2,0.258,2,3,1,150.5,4,1
1.72,0.17,7.5,58.8,18.0,127.9,3,0.576,1,5,2,227.6,2,1
-15.82,0.0,0.0,91.3,40.3,103.7,3,0.05,2,2,3,127.2,0,1
3.06,0.0,0.0,47.6,14.7,148.6,3,0.136,1,3,2,424.7,1,1
3.56,0.0,0.0,56.5,167.9,93.7,2,0.422,3,0,3,266.1,4,1
5.78,0.0,0.0,51.4,11.1,69.0,2,0.468,3,0,1,453.9,4,0
1.27,0.0,0.0,56.5,37.8,223.8,2,0.407,2,2,1,352.7,3,0
-15.27,0.0,0.0,80.5,34.3,223.8,3,0.324,1,0,1,257.5,0,1
-19.44,0.0,0.0,87.2,11.3,126.7,3,0.33,2,1,1,394.5,0,1
3.45,0.0,0.0,54.5,2.9,231.5,3,0.434,2,1,1,53.9,2,0
3.36,0.0,0.0,54.2,163.5,108.5,3,0.349,1,0,1,429.7,2,1
-18.91,0.0,0.0,47.6,32.9,102.2,3,0.49,3,0,1,254.1,0,0
5.25,1.25,12.5,84.6,11.2,221.3,2,0.448,1,1,1,332.5,3,1
6.57,0.0,0.0,81.8,105.7,157.4,3,0.431,3,1,1,337.9,2,1
-13.23,1.77,38.2,63.4,41.5,186.6,3,0.486,3,0,1,357.1,0,1
-11.83,3.17,18.8,44.1,11.8,107.9,3,0.263,1,1,1,436.3,0,1
2.42,0.0,0.0,45.4,39.9,106.6,3,0.323,1,0,1,110.9,2,1
2.68,0.0,0.0,67.6,41.2,33.7,2,0.347,1,0,2,318.9,3,1
2.06,0.0,0.0,73.2,9.5,232.5,2,0.468,3,1,1,95.7,4,1
3.06,0.0,0.0,34.0,97.7,66.3,3,0.07,1,0,1,178.8,2,0
3.42,0.0,0.0,60.2,9.6,126.2,3,0.362,1,4,1,154.1,1,1
2.36,0.0,0.0,89.3,13.4,40.8,2,0.55,2,0,1,379.3,4,1
2.37,0.0,0.0,61.7,15.0,160.6,3,0.47,1,4,1,383.4,2,0
4.64,0.0,0.0,87.3,148.0,102.9,3,0.438,1,2,2,507.0,1,1
1.96,0.03,0.0,74.7,78.3,187.7,3,0.377,3,3,1,337.0,2,1
-15.39,0.0,0.0,48.7,108.6,133.9,3,0.432,2,2,2,459.6,0,1
2.71,0.0,0.0,60.6,6.8,44.1,3,0.149,2,1,1,539.0,1,0
12.02,4.02,13.2,63.1,90.1,17.4,3,0.611,1,1,1,123.4,2,1
3.87,0.0,0.0,50.7,24.3,62.8,2,0.05,2,1,2,446.5,4,0
2.68,0.0,0.0,50.5,17.6,178.0,2,0.528,2,0,2,230.4,3,1
-0.74,1.04,18.0,87.6,9.5,201.4,2,0.05,2,0,1,202.9,3,1
9.27,1.27,13.9,50.3,61.4,91.8,3,0.593,3,0,1,579.6,2,1
-14.7,0.3,6.9,81.2,6.5,135.6,3,0.412,1,1,1,163.6,0,0
5.74,0.0,0.0,58.5,57.7,69.0,3,0.316,2,0,1,553.0,1,1
1.63,0.0,0.0,64.6,35.1,213.1,2,0.364,3,1,1,503.0,4,0
-16.97,0.0,0.0,73.4,12.8,232.2,3,0.326,1,0,1,533.2,0,1
2.2,0.0,0.0,56.0,81.3,184.4,2,0.05,3,0,1,372.3,4,1
6.16,2.16,36.2,73.5,128.2,35.0,2,0.28,2,1,3,371.6,3,1
7.02,0.0,0.0,34.3,52.5,113.4,3,0.426,1,3,1,271.4,1,1
2.74,0.0,0.0,71.6,58.8,237.9,2,0.692,1,0,2,270.5,3,1
-1.09,0.65,3.6,30.0,43.3,66.6,2,0.31,1,3,1,517.9,4,1
-19.96,0.0,0.0,61.6,146.3,165.9,3,0.248,3,0,1,263.3,0,1
-15.78,0.0,0.0,77.8,1.9,226.2,3,0.05,3,0,1,317.7,0,0
5.53,1.53,14.9,74.3,48.8,189.0,2,0.21,2,0,1,598.0,3,1
7.77,0.0,0.0,45.5,22.1,152.0,2,0.311,1,0,1,244.9,4,0
-21.48,0.89,5.7,47.5,56.8,129.0,3,0.439,2,0,1,502.4,0,1
3.25,0.0,0.0,54.7,24.2,224.0,2,0.151,2,0,1,202.5,3,1
-14.96,0.04,0.0,67.8,11.3,103.8,3,0.54,1,1,2,63.8,0,1
-1.65,1.59,12.0,34.5,177.0,217.8,2,0.38,1,1,1,376.4,3,1
2.48,0.0,0.0,64.8,3.8,112.0,2,0.287,1,0,1,313.6,3,1
-16.82,0.0,0.0,69.7,1.6,185.2,3,0.614,1,3,1,482.7,0,1
1.75,0.0,0.0,60.8,34.0,221.0,2,0.309,2,1,1,52.3,3,1
0.37,0.0,0.0,72.9,46.3,138.9,2,0.538,1,0,1,88.8,4,0
4.19,0.0,0.0,68.4,7.8,84.7,2,0.402,1,0,1,522.8,4,0
-18.32,0.0,0.0,56.9,51.0,26.5,3,0.348,1,0,2,314.5,0,1
4.63,0.0,0.0,36.0,95.7,197.1,3,0.28,2,2,3,328.5,1,1
3.59,0.0,0.0,67.0,3.4,155.0,3,0.094,2,0,1,173.8,1,0
3.89,0.0,0.0,50.7,144.1,74.2,3,0.079,1,0,1,559.3,2,1
-17.6,0.0,0.0,56.3,34.4,212.4,3,0.304,3,0,3,552.9,0,1
6.11,0.0,0.0,72.2,22.7,222.1,2,0.351,2,0,1,334.2,4,0
1.74,0.0,0.0,86.3,3.6,214.6,2,0.185,1,0,1,169.8,3,0
3.98,0.0,0.0,64.4,116.2,150.3,2,0.445,1,1,1,590.5,4,1
-17.27,0.0,0.0,73.3,165.3,234.7,3,0.085,3,4,1,540.9,0,1
-22.3,1.38,14.4,43.3,3.8,211.8,3,0.267,2,0,1,336.8,0,1
6.19,0.0,0.0,68.7,13.3,38.5,2,0.433,1,0,2,394.5,4,1
5.0,0.0,0.0,64.1,7.8,235.7,3,0.378,2,0,1,291.8,1,0
2.6,0.0,0.0,83.4,3.5,138.5,2,0.207,1,0,1,163.3,3,0
7.4,0.0,0.0,56.9,145.0,222.0,2,0.36,3,1,1,424.8,4,1
-22.38,1.43,9.4,61.4,46.6,186.1,3,0.143,3,4,1,418.0,0,1
-22.43,1.46,25.6,80.9,59.0,160.7,3,0.479,3,1,2,351.0,0,0
-16.82,0.0,0.0,63.6,78.5,88.5,3,0.418,2,0,2,497.9,0,1
-17.52,0.0,0.0,48.4,146.8,21.1,3,0.281,2,3,2,298.5,0,1
-17.07,0.0,0.0,98.0,129.5,77.3,3,0.153,1,2,1,523.5,0,1
3.84,0.0,0.0,48.8,52.7,169.3,2,0.274,3,0,2,169.4,4,1
4.16,0.16,3.8,64.0,25.0,209.2,2,0.57,1,3,1,579.0,3,1
7.33,0.0,0.0,70.2,13.8,15.5,2,0.15,1,1,1,162.8,4,0
6.21,0.0,0.0,69.0,15.0,61.8,2,0.293,3,2,1,138.1,4,1
4.35,0.0,0.0,62.2,40.1,166.4,2,0.05,3,0,1,381.9,4,1
-0.27,1.36,15.3,62.2,5.4,78.8,3,0.542,2,0,1,101.2,1,1
6.92,0.0,0.0,61.5,32.2,46.9,3,0.475,2,2,2,142.4,1,1
8.05,0.0,0.0,48.3,26.0,33.4,2,0.286,1,0,2,451.0,4,0
6.61,0.0,0.0,97.3,27.4,158.5,3,0.458,2,4,1,219.5,1,1
-19.7,0.0,0.0,61.7,6.1,148.8,3,0.506,1,0,1,490.1,0,1
4.18,0.18,5.7,74.0,26.2,208.2,2,0.224,1,0,1,135.6,3,0
7.15,0.0,0.0,60.0,36.0,85.8,2,0.35,2,1,1,261.9,4,1
8.9,0.0,0.0,59.7,139.3,45.8,2,0.237,3,1,1,262.5,4,1
2.81,0.0,0.0,58.2,103.9,194.8,2,0.512,3,0,1,314.2,4,1
-18.07,0.0,0.0,41.8,1.1,237.3,3,0.139,3,1,1,275.7,0,0
4.37,0.37,1.7,62.6,14.9,96.1,2,0.623,3,1,1,262.7,3,1
5.14,0.0,0.0,58.9,16.8,209.7,2,0.196,1,1,3,230.6,4,1
-0.29,0.78,12.5,82.6,3.8,186.6,2,0.135,1,0,2,58.3,3,1
6.04,0.0,0.0,47.0,54.3,220.1,2,0.568,2,1,1,389.1,4,1
6.45,0.0,0.0,56.3,89.4,110.5,2,0.448,1,1,1,310.4,4,1
5.22,0.0,0.0,51.5,11.5,37.8,3,0.407,2,2,1,255.3,2,1
-16.95,0.0,0.0,86.6,43.5,41.6,3,0.367,1,1,1,166.3,0,1
4.35,0.0,0.0,52.0,102.3,186.7,3,0.692,3,0,2,540.3,2,1
8.7,0.7,13.1,73.4,35.2,209.2,3,0.333,1,0,1,180.8,1,1
-19.75,0.0,0.0,79.6,13.4,117.8,3,0.05,1,0,1,556.5,0,0
-18.97,0.0,0.0,62.8,0.9,28.4,3,0.531,3,0,1,169.5,0,1
2.53,0.0,0.0,44.3,123.2,30.0,2,0.331,2,1,2,584.3,3,1
7.2,0.0,0.0,44.5,0.8,149.7,3,0.198,1,2,2,280.9,2,1
1.26,0.45,3.6,77.9,32.0,221.7,3,0.762,2,4,1,343.0,2,1
-0.78,1.07,25.3,46.1,142.8,104.9,2,0.216,2,1,3,214.3,3,1
-0.09,1.26,6.5,70.9,8.8,161.4,3,0.074,1,1,1,566.5,2,1
2.58,0.0,0.0,66.7,179.5,137.0,2,0.298,2,1,1,205.4,3,1
-20.3,0.18,1.2,70.7,4.2,215.2,3,0.05,3,0,2,451.6,0,1
4.04,0.0,0.0,72.1,6.7,202.3,2,0.423,1,1,1,61.3,4,0
6.65,0.0,0.0,51.0,47.0,59.9,3,0.331,2,0,1,357.3,2,0
-19.1,0.0,0.0,50.4,137.3,167.4,3,0.347,1,0,1,457.9,0,0
5.58,0.0,0.0,75.7,9.8,205.7,2,0.51,2,3,1,309.0,4,1
1.75,0.0,0.0,55.6,9.2,224.3,2,0.116,3,1,1,403.8,3,1
-15.82,0.0,0.0,30.0,156.2,147.7,3,0.05,1,0,1,472.4,0,1
-16.31,0.0,0.0,74.7,7.2,54.6,3,0.453,3,1,1,325.1,0,1
-19.23,0.0,0.0,49.5,135.1,140.6,3,0.376,3,4,1,170.0,0,1
4.58,0.0,0.0,72.0,48.9,164.8,3,0.055,1,0,1,268.2,1,1
-14.89,0.11,6.3,85.9,32.6,76.3,3,0.717,3,4,2,451.9,0,1
3.48,0.0,0.0,65.3,159.7,233.9,2,0.239,3,5,3,199.1,3,1
1.51,0.3,11.4,79.9,73.2,66.6,3,0.33,3,1,1,397.6,2,1
6.64,0.0,0.0,67.3,2.3,220.1,2,0.153,2,0,1,131.6,4,0
-0.21,0.73,5.7,88.8,91.3,110.7,2,0.573,1,0,1,561.7,3,1
6.03,2.03,12.5,49.1,162.6,15.1,2,0.533,1,0,1,381.6,3,1
7.56,0.0,0.0,64.9,88.0,137.2,3,0.117,1,0,1,307.5,2,1
-16.78,0.0,0.0,75.1,28.7,156.4,3,0.283,2,2,1,496.3,0,0
-17.11,0.0,0.0,62.1,53.0,210.6,3,0.345,1,4,1,488.4,0,1
1.98,0.0,0.0,82.3,29.0,136.6,2,0.213,2,0,3,103.5,3,1
-15.8,0.0,0.0,58.5,1.0,36.2,3,0.469,3,0,1,218.9,0,1
-18.43,0.0,0.0,96.0,52.3,223.5,3,0.462,1,1,1,302.2,0,0
5.59,0.0,0.0,96.8,47.5,142.2,3,0.112,3,0,2,237.3,1,1
7.18,0.0,0.0,69.2,53.8,76.1,2,0.569,1,1,2,224.5,4,0
3.6,0.0,0.0,73.3,51.7,217.2,3,0.401,1,3,1,243.7,2,1
0.96,0.02,0.0,82.9,27.4,42.2,2,0.184,3,0,1,128.1,3,0
2.01,0.0,0.0,47.2,59.7,36.9,3,0.418,1,0,1,115.7,2,1
-20.16,0.1,0.0,45.3,57.2,135.4,3,0.311,1,1,1,193.2,0,1
0.43,0.94,10.5,83.8,168.1,155.6,3,0.407,3,0,2,88.5,1,1
-15.68,0.0,0.0,69.1,152.7,130.0,3,0.69,3,4,1,330.6,0,1
7.02,3.02,24.9,61.6,7.6,224.0,2,0.478,3,3,1,134.2,3,1
-13.94,1.06,8.6,65.2,2.1,74.1,3,0.173,1,0,1,87.2,0,1
0.93,0.64,14.2,30.0,57.8,237.8,3,0.455,1,1,1,510.4,1,1
6.81,0.0,0.0,62.1,52.4,19.4,2,0.284,1,2,2,373.1,4,1
8.56,0.56,30.8,53.7,110.8,41.7,3,0.513,1,0,1,544.1,2,1
3.86,0.0,0.0,78.8,8.4,56.8,3,0.16,3,0,2,590.9,2,1
5.25,0.0,0.0,79.9,5.4,32.9,3,0.248,1,4,2,376.4,2,1
-2.52,2.11,23.2,73.7,31.9,113.6,2,0.2,2,0,1,487.8,3,1
5.67,0.0,0.0,70.9,152.0,209.7,3,0.194,1,1,1,137.7,1,1
-0.16,0.7,5.2,42.5,110.8,199.7,2,0.42,2,0,1,434.1,3,0
5.5,0.0,0.0,73.9,120.9,182.6,2,0.521,1,0,1,352.3,4,1
1.1,0.54,9.4,74.4,24.3,16.7,3,0.428,1,2,1,422.0,2,1
6.36,0.0,0.0,83.7,131.4,209.8,3,0.234,1,1,1,107.6,2,1
-14.94,0.06,0.0,96.8,11.9,104.2,3,0.337,3,1,1,564.7,0,1
3.04,0.0,0.0,39.6,34.7,179.6,3,0.293,2,0,3,279.6,1,1
2.16,0.0,0.0,59.2,173.8,178.6,2,0.233,2,2,1,476.7,4,1
-0.39,1.43,15.7,53.9,58.2,54.9,3,0.323,1,0,2,594.8,2,1
4.33,0.0,0.0,67.6,159.6,131.0,3,0.458,2,1,3,530.3,1,1
3.55,0.0,0.0,65.2,1.3,223.4,3,0.319,2,0,2,221.4,2,0
1.12,0.53,12.7,61.5,9.7,74.2,3,0.184,2,1,1,271.1,2,1
6.13,0.0,0.0,80.4,47.4,175.9,3,0.274,2,1,1,406.8,2,1
1.38,0.0,0.0,48.5,111.5,230.6,2,0.225,3,0,2,345.9,3,1
2.31,0.0,0.0,49.4,37.3,96.1,3,0.325,3,1,2,275.7,1,1
1.11,0.0,0.0,49.6,98.4,102.2,2,0.283,3,0,2,409.4,3,1
7.68,0.0,0.0,59.6,8.3,116.8,3,0.202,2,1,1,550.2,2,1
6.51,0.0,0.0,46.6,118.2,197.0,2,0.245,1,1,2,220.2,4,1
-17.83,0.0,0.0,64.3,27.2,113.8,3,0.084,1,3,1,120.6,0,1
